Category,Guidelines,Priority,Count,Line,Description,Detail,Help,URL,Target URL,Reference
Accessibility,WCAG 2.1 A 4.1.1 Section 508 (2017) A 4.1.1 ,1,1,89 ,Element a not allowed as child element in this context.,,,https://testamis.nhlbi.nih.gov/index.php/reports,,https://www.w3.org/TR/2008/REC-WCAG20-20081211/#ensure-compat-parses https://www.w3.org/TR/2008/REC-WCAG20-20081211/#ensure-compat-parses 
Accessibility,WCAG 2.1 A 4.1.1 Section 508 (2017) A 4.1.1 ,1,1,91 ,Element a not allowed as child element in this context.,,,https://testamis.nhlbi.nih.gov/index.php/attachments_for_multiple_animals,,https://www.w3.org/TR/2008/REC-WCAG20-20081211/#ensure-compat-parses https://www.w3.org/TR/2008/REC-WCAG20-20081211/#ensure-compat-parses 
Accessibility,WCAG 2.1 A 4.1.1 Section 508 (2017) A 4.1.1 ,1,1,91 ,Element a not allowed as child element in this context.,,,https://testamis.nhlbi.nih.gov/index.php/add_multiple_animals,,https://www.w3.org/TR/2008/REC-WCAG20-20081211/#ensure-compat-parses https://www.w3.org/TR/2008/REC-WCAG20-20081211/#ensure-compat-parses 
Accessibility,WCAG 2.1 A 4.1.1 Section 508 (2017) A 4.1.1 ,1,1,92 ,Element a not allowed as child element in this context.,,,https://testamis.nhlbi.nih.gov/index.php/request_blood,,https://www.w3.org/TR/2008/REC-WCAG20-20081211/#ensure-compat-parses https://www.w3.org/TR/2008/REC-WCAG20-20081211/#ensure-compat-parses 
Accessibility,WCAG 2.1 A 4.1.1 Section 508 (2017) A 4.1.1 ,1,5,59 68 59 77 59 ,Duplicate id - the same ID is used on more than one element., id=navbarDropdown id=navbarDropdown id=navbarDropdown id=navbarDropdown id=navbarDropdown,,https://testamis.nhlbi.nih.gov/index.php/animal/search_animal,,https://www.w3.org/TR/2008/REC-WCAG20-20081211/#ensure-compat-parses https://www.w3.org/TR/2008/REC-WCAG20-20081211/#ensure-compat-parses 
Accessibility,WCAG 2.1 A 4.1.1 Section 508 (2017) A 4.1.1 ,1,5,64 73 64 82 64 ,Duplicate id - the same ID is used on more than one element., id=navbarDropdown id=navbarDropdown id=navbarDropdown id=navbarDropdown id=navbarDropdown,,https://testamis.nhlbi.nih.gov/index.php/newAnimal,,https://www.w3.org/TR/2008/REC-WCAG20-20081211/#ensure-compat-parses https://www.w3.org/TR/2008/REC-WCAG20-20081211/#ensure-compat-parses 
Accessibility,WCAG 2.1 A 4.1.1 Section 508 (2017) A 4.1.1 ,1,5,58 67 58 76 58 ,Duplicate id - the same ID is used on more than one element., id=navbarDropdown id=navbarDropdown id=navbarDropdown id=navbarDropdown id=navbarDropdown,,https://testamis.nhlbi.nih.gov/index.php/reports,,https://www.w3.org/TR/2008/REC-WCAG20-20081211/#ensure-compat-parses https://www.w3.org/TR/2008/REC-WCAG20-20081211/#ensure-compat-parses 
Accessibility,WCAG 2.1 A 4.1.1 Section 508 (2017) A 4.1.1 ,1,5,60 69 60 78 60 ,Duplicate id - the same ID is used on more than one element., id=navbarDropdown id=navbarDropdown id=navbarDropdown id=navbarDropdown id=navbarDropdown,,https://testamis.nhlbi.nih.gov/index.php/attachments_for_multiple_animals,,https://www.w3.org/TR/2008/REC-WCAG20-20081211/#ensure-compat-parses https://www.w3.org/TR/2008/REC-WCAG20-20081211/#ensure-compat-parses 
Accessibility,WCAG 2.1 A 4.1.1 Section 508 (2017) A 4.1.1 ,1,5,60 69 60 78 60 ,Duplicate id - the same ID is used on more than one element., id=navbarDropdown id=navbarDropdown id=navbarDropdown id=navbarDropdown id=navbarDropdown,,https://testamis.nhlbi.nih.gov/index.php/add_multiple_animals,,https://www.w3.org/TR/2008/REC-WCAG20-20081211/#ensure-compat-parses https://www.w3.org/TR/2008/REC-WCAG20-20081211/#ensure-compat-parses 
Accessibility,WCAG 2.1 A 4.1.1 Section 508 (2017) A 4.1.1 ,1,5,61 70 61 79 61 ,Duplicate id - the same ID is used on more than one element., id=navbarDropdown id=navbarDropdown id=navbarDropdown id=navbarDropdown id=navbarDropdown,,https://testamis.nhlbi.nih.gov/index.php/request_blood,,https://www.w3.org/TR/2008/REC-WCAG20-20081211/#ensure-compat-parses https://www.w3.org/TR/2008/REC-WCAG20-20081211/#ensure-compat-parses 
Compatibility,iPhone/iPad ≤ 5 ,1,1,235 ,input type=file is not supported on iOS 5 and earlier.,,The iPhone and iPad have no file system available to the user.,https://testamis.nhlbi.nih.gov/index.php/attachments_for_multiple_animals,,https://developer.apple.com/library/ios/documentation/AppleApplications/Reference/SafariWebContent/CreatingContentforSafarioniPhone/CreatingContentforSafarioniPhone.html#//apple_ref/doc/uid/TP40006482-SW21 
Errors,Broken Link  ,1,1,490 ,This link is broken. The src or href is an empty string.,Link: URL is empty.,"href='' or src='' can cause unexpected effects such as traffic spikes or cookie corruption, and causes JavaScript error events to fire on Firefox.",https://testamis.nhlbi.nih.gov/index.php/request_blood,, 
Search,Google  Bing  ,1,1,1 ,"Offer an HTML site map to your users with links that point to the important parts of your site. Links embedded in menus, list boxes, and similar elements are not accessible to web crawlers unless they appear in your site map. If the site map is larger than 100 or so links, you may want to break the site map into separate pages.",,,https://testamis.nhlbi.nih.gov/index.php/animal/search_animal,,https://www.google.com/webmasters/guidelines.html https://www.bing.com/webmaster/help/webmaster-guidelines-30fba23a 
Search,Google  Bing  ,1,1,1 ,Google and Bing recommend using an XML sitemap to increase coverage of your web pages by search engines.,Sitemap not found at https://testamis.nhlbi.nih.gov/sitemap.xml.,"Once you've created and uploaded your sitemap, add the location to your robots.txt file, and make sure you use a full URL (e.g. use `http://www.example.com/sitemap.xml` and not `www.example.com/sitemap.xml` or `/sitemap.xml`).",https://testamis.nhlbi.nih.gov/sitemap.xml,,https://support.google.com/webmasters/answer/183668 https://www.bing.com/webmaster/help/webmaster-guidelines-30fba23a 
Standards,CSS Validation  ,1,3,642 668 680 ,CSS Validation Error.,,,https://testamis.nhlbi.nih.gov/assets/css/style.css?1615316642,, 
Standards,CSS Validation  ,1,3,642 668 680 ,The CSS at-rule syntax is wrong., @media @media @media,At rule names: Must not have any spaces between @ and the rule name Must not start with a digit Must not start with a dash followed by a digit,https://testamis.nhlbi.nih.gov/assets/css/style.css?1615316642,, 
Standards,HTML5  ,1,3,282 318 320 ,The width attribute on the th element is obsolete. Use CSS instead.,,,https://testamis.nhlbi.nih.gov/index.php/attachments_for_multiple_animals,,https://www.w3.org/TR/html5-diff/#obsolete-elements 
Standards,HTML5  ,1,3,308 342 343 ,The width attribute on the th element is obsolete. Use CSS instead.,,,https://testamis.nhlbi.nih.gov/index.php/add_multiple_animals,,https://www.w3.org/TR/html5-diff/#obsolete-elements 
Standards,HTML5  ,1,3,400 435 437 ,The width attribute on the th element is obsolete. Use CSS instead.,,,https://testamis.nhlbi.nih.gov/index.php/request_blood,,https://www.w3.org/TR/html5-diff/#obsolete-elements 
Standards,HTML5  ,1,1,187 ,The select element cannot have more than one selected option element descendant unless the multiple attribute is specified.,,,https://testamis.nhlbi.nih.gov/index.php/add_multiple_animals,,https://www.w3.org/TR/html5/ 
Standards,HTML5  ,1,5,243 251 261 268 279 ,The value of the for attribute of the label element must be the ID of a non-hidden form control.,,,https://testamis.nhlbi.nih.gov/index.php/request_blood,,https://www.w3.org/TR/html5/ 
Standards,HTML5  ,1,1,90 ,Element a not allowed as child element in this context.,,,https://testamis.nhlbi.nih.gov/index.php/animal/search_animal,,https://www.w3.org/TR/html5/ 
Standards,HTML5  ,1,1,95 ,Element a not allowed as child element in this context.,,,https://testamis.nhlbi.nih.gov/index.php/newAnimal,,https://www.w3.org/TR/html5/ 
Standards,HTML5  ,1,1,89 ,Element a not allowed as child element in this context.,,,https://testamis.nhlbi.nih.gov/index.php/reports,,https://www.w3.org/TR/html5/ 
Standards,HTML5  ,1,1,91 ,Element a not allowed as child element in this context.,,,https://testamis.nhlbi.nih.gov/index.php/attachments_for_multiple_animals,,https://www.w3.org/TR/html5/ 
Standards,HTML5  ,1,1,91 ,Element a not allowed as child element in this context.,,,https://testamis.nhlbi.nih.gov/index.php/add_multiple_animals,,https://www.w3.org/TR/html5/ 
Standards,HTML5  ,1,1,92 ,Element a not allowed as child element in this context.,,,https://testamis.nhlbi.nih.gov/index.php/request_blood,,https://www.w3.org/TR/html5/ 
Standards,HTML5  ,1,5,595 595 595 595 595 ,Duplicate attribute onchange.,,,https://testamis.nhlbi.nih.gov/index.php/request_blood,,https://www.w3.org/TR/html5/ 
Standards,HTML5  ,1,1,315 ,Duplicate attribute style.,,,https://testamis.nhlbi.nih.gov/index.php/attachments_for_multiple_animals,,https://www.w3.org/TR/html5/ 
Standards,HTML5  ,1,1,432 ,Duplicate attribute style.,,,https://testamis.nhlbi.nih.gov/index.php/request_blood,,https://www.w3.org/TR/html5/ 
Standards,HTML5  ,1,5,59 68 59 77 59 ,Duplicate id - the same ID is used on more than one element., id=navbarDropdown id=navbarDropdown id=navbarDropdown id=navbarDropdown id=navbarDropdown,,https://testamis.nhlbi.nih.gov/index.php/animal/search_animal,,https://www.w3.org/TR/html5/ 
Standards,HTML5  ,1,5,64 73 64 82 64 ,Duplicate id - the same ID is used on more than one element., id=navbarDropdown id=navbarDropdown id=navbarDropdown id=navbarDropdown id=navbarDropdown,,https://testamis.nhlbi.nih.gov/index.php/newAnimal,,https://www.w3.org/TR/html5/ 
Standards,HTML5  ,1,5,58 67 58 76 58 ,Duplicate id - the same ID is used on more than one element., id=navbarDropdown id=navbarDropdown id=navbarDropdown id=navbarDropdown id=navbarDropdown,,https://testamis.nhlbi.nih.gov/index.php/reports,,https://www.w3.org/TR/html5/ 
Standards,HTML5  ,1,5,60 69 60 78 60 ,Duplicate id - the same ID is used on more than one element., id=navbarDropdown id=navbarDropdown id=navbarDropdown id=navbarDropdown id=navbarDropdown,,https://testamis.nhlbi.nih.gov/index.php/attachments_for_multiple_animals,,https://www.w3.org/TR/html5/ 
Standards,HTML5  ,1,5,60 69 60 78 60 ,Duplicate id - the same ID is used on more than one element., id=navbarDropdown id=navbarDropdown id=navbarDropdown id=navbarDropdown id=navbarDropdown,,https://testamis.nhlbi.nih.gov/index.php/add_multiple_animals,,https://www.w3.org/TR/html5/ 
Standards,HTML5  ,1,5,61 70 61 79 61 ,Duplicate id - the same ID is used on more than one element., id=navbarDropdown id=navbarDropdown id=navbarDropdown id=navbarDropdown id=navbarDropdown,,https://testamis.nhlbi.nih.gov/index.php/request_blood,,https://www.w3.org/TR/html5/ 
Standards,HTML5  ,1,1,440 ,"End tag for body seen, but there were unclosed elements.",,,https://testamis.nhlbi.nih.gov/index.php/attachments_for_multiple_animals,,https://www.w3.org/TR/html5/ 
Standards,HTML5  ,1,2,345 440 ,Unclosed element div.,,,https://testamis.nhlbi.nih.gov/index.php/attachments_for_multiple_animals,,https://www.w3.org/TR/html5/ 
Standards,HTML5  ,1,1,156 ,Unclosed element ul.,,,https://testamis.nhlbi.nih.gov/index.php/attachments_for_multiple_animals,,https://www.w3.org/TR/html5/ 
Standards,HTML5  ,1,1,186 ,Unclosed element ul.,,,https://testamis.nhlbi.nih.gov/index.php/request_blood,,https://www.w3.org/TR/html5/ 
Standards,HTML5  ,1,1,120 ,Saw <?. Probable cause: Attempt to use an XML processing instruction in HTML. (XML processing instructions are not supported in HTML.),,,https://testamis.nhlbi.nih.gov/index.php/animal/search_animal,,https://www.w3.org/TR/html5/ 
Standards,HTML5  ,1,1,125 ,Saw <?. Probable cause: Attempt to use an XML processing instruction in HTML. (XML processing instructions are not supported in HTML.),,,https://testamis.nhlbi.nih.gov/index.php/newAnimal,,https://www.w3.org/TR/html5/ 
Standards,HTML5  ,1,1,119 ,Saw <?. Probable cause: Attempt to use an XML processing instruction in HTML. (XML processing instructions are not supported in HTML.),,,https://testamis.nhlbi.nih.gov/index.php/reports,,https://www.w3.org/TR/html5/ 
Standards,HTML5  ,1,1,121 ,Saw <?. Probable cause: Attempt to use an XML processing instruction in HTML. (XML processing instructions are not supported in HTML.),,,https://testamis.nhlbi.nih.gov/index.php/attachments_for_multiple_animals,,https://www.w3.org/TR/html5/ 
Standards,HTML5  ,1,1,121 ,Saw <?. Probable cause: Attempt to use an XML processing instruction in HTML. (XML processing instructions are not supported in HTML.),,,https://testamis.nhlbi.nih.gov/index.php/add_multiple_animals,,https://www.w3.org/TR/html5/ 
Standards,HTML5  ,1,1,122 ,Saw <?. Probable cause: Attempt to use an XML processing instruction in HTML. (XML processing instructions are not supported in HTML.),,,https://testamis.nhlbi.nih.gov/index.php/request_blood,,https://www.w3.org/TR/html5/ 
Standards,HTML5  ,1,1,155 ,Self-closing syntax (/>) used on a non-void HTML element. Ignoring the slash and treating as a start tag.,,,https://testamis.nhlbi.nih.gov/index.php/attachments_for_multiple_animals,,https://www.w3.org/TR/html5/ 
Standards,HTML5  ,1,1,185 ,Self-closing syntax (/>) used on a non-void HTML element. Ignoring the slash and treating as a start tag.,,,https://testamis.nhlbi.nih.gov/index.php/request_blood,,https://www.w3.org/TR/html5/ 
Standards,HTML5  ,1,1,603 ,th start tag in table body.,,,https://testamis.nhlbi.nih.gov/index.php/request_blood,,https://www.w3.org/TR/html5/ 
Standards,HTML5  ,1,4,198 198 198 198 ,Stray end tag optopn.,,,https://testamis.nhlbi.nih.gov/index.php/add_multiple_animals,,https://www.w3.org/TR/html5/ 
Standards,HTML5  ,1,5,595 595 595 595 595 ,Stray start tag td.,,,https://testamis.nhlbi.nih.gov/index.php/request_blood,,https://www.w3.org/TR/html5/ 
Standards,HTML5  ,1,1,156 ,"End tag div seen, but there were open elements.",,,https://testamis.nhlbi.nih.gov/index.php/attachments_for_multiple_animals,,https://www.w3.org/TR/html5/ 
Standards,HTML5  ,1,1,186 ,"End tag div seen, but there were open elements.",,,https://testamis.nhlbi.nih.gov/index.php/request_blood,,https://www.w3.org/TR/html5/ 
Standards,HTML5  ,1,1,345 ,"End tag form seen, but there were open elements.",,,https://testamis.nhlbi.nih.gov/index.php/attachments_for_multiple_animals,,https://www.w3.org/TR/html5/ 
